78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0,1,2,1,2,1,1,2,1,1,2,1,1,2,1,-2147483647,-2147483646,-2147483647,-2147483647,-2147483646,-2147483647,-2147483647,-2147483646,-2147483647,-2147483647,-2147483646,-2147483647,-2147483646,-2147483647,-2147483648,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,13,66,67,81,82,66,67,83,15,66,67,14,81,66,67,-2147483581,-2147483582,-2147483567,-2147483634,-2147483581,-2147483582,-2147483633,-2147483565,-2147483581,-2147483582,-2147483566,-2147483567,-2147483581,-2147483582,-2147483635,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,13,17,18,43,44,43,44,43,44,43,44,43,44,43,43,-2147483605,-2147483605,-2147483604,-2147483605,-2147483604,-2147483605,-2147483604,-2147483605,-2147483604,-2147483605,-2147483604,-2147483605,-2147483630,-2147483631,-2147483635,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,13,30,31,30,31,30,31,4,5,28,31,30,31,11,12,-2147483636,-2147483637,-2147483617,-2147483618,-2147483617,-2147483620,-2147483643,-2147483644,-2147483617,-2147483618,-2147483617,-2147483618,-2147483617,-2147483618,-2147483635,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,26,17,18,43,27,27,28,17,18,43,44,43,44,37,38,-2147483610,-2147483611,-2147483604,-2147483605,-2147483604,-2147483605,-2147483630,-2147483631,-2147483620,-2147483621,-2147483621,-2147483605,-2147483630,-2147483631,-2147483622,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,78,78,78,78,78,53,54,53,54,53,54,30,31,31,6,7,5,73,9,10,4,5,43,50,51,-2147483597,-2147483598,-2147483605,-2147483643,-2147483644,-2147483638,-2147483639,-2147483575,-2147483643,-2147483641,-2147483642,-2147483617,-2147483617,-2147483618,-2147483594,-2147483595,-2147483594,-2147483595,-2147483594,-2147483595,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,0,1,53,54,2,66,67,66,67,66,67,30,31,44,19,20,86,86,22,23,17,18,31,37,38,-2147483610,-2147483611,-2147483617,-2147483630,-2147483631,-2147483625,-2147483626,-2147483562,-2147483562,-2147483628,-2147483629,-2147483604,-2147483617,-2147483618,-2147483581,-2147483582,-2147483581,-2147483582,-2147483581,-2147483582,-2147483646,-2147483594,-2147483595,-2147483647,-2147483648,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,13,14,66,67,81,43,44,43,44,43,44,27,28,31,32,46,18,31,48,36,30,31,44,50,51,-2147483597,-2147483598,-2147483604,-2147483617,-2147483618,-2147483612,-2147483600,-2147483617,-2147483630,-2147483602,-2147483616,-2147483617,-2147483620,-2147483621,-2147483604,-2147483605,-2147483604,-2147483605,-2147483604,-2147483605,-2147483567,-2147483581,-2147483582,-2147483634,-2147483635,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
78,78,78,78,78,13,30,31,30,31,30,4,5,28,30,31,11,12,44,45,46,31,4,48,49,43,4,5,76,77,-2147483571,-2147483572,-2147483643,-2147483644,-2147483605,-2147483599,-2147483600,-2147483644,-2147483617,-2147483602,-2147483603,-2147483604,-2147483636,-2147483637,-2147483617,-2147483618,-2147483620,-2147483643,-2147483644,-2147483618,-2147483617,-2147483618,-2147483617,-2147483618,-2147483635,-2147483570,-2147483570,-2147483570,-2147483570,-2147483570
